Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.8932,Mon Jun 11 02:23:56 +0000 2018,0.0,0.483,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,29,@CBS
0.0,Mon Jun 11 02:21:03 +0000 2018,0.0,1.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",30,@CBS
0.0,Mon Jun 11 02:16:06 +0000 2018,0.0,1.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,31,@CBS
0.8908,Mon Jun 11 02:11:03 +0000 2018,0.0,0.509,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,32,@CBS
0.0,Mon Jun 11 02:05:47 +0000 2018,0.0,1.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,33,@CBS
0.4926,Mon Jun 11 02:03:31 +0000 2018,0.0,0.738,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,34,@CBS
0.5093,Mon Jun 11 01:58:48 +0000 2018,0.0,0.477,0.523,@writerlindsayb You're welcome! #TonyAwards,35,@CBS
0.7579,Mon Jun 11 01:53:17 +0000 2018,0.0,0.519,0.481,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,36,@CBS
0.6467,Mon Jun 11 01:51:16 +0000 2018,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",37,@CBS
0.0,Mon Jun 11 01:38:23 +0000 2018,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,38,@CBS
0.636,Mon Jun 11 01:37:36 +0000 2018,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,39,@CBS
0.8834,Mon Jun 11 01:30:56 +0000 2018,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,40,@CBS
0.0,Mon Jun 11 01:29:21 +0000 2018,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,41,@CBS
0.7351,Mon Jun 11 01:26:03 +0000 2018,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,42,@CBS
0.0,Mon Jun 11 01:25:59 +0000 2018,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,43,@CBS
0.0,Mon Jun 11 01:24:46 +0000 2018,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,44,@CBS
0.4019,Mon Jun 11 01:24:12 +0000 2018,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,45,@CBS
0.9151,Mon Jun 11 01:19:59 +0000 2018,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,46,@CBS
0.6369,Mon Jun 11 01:12:31 +0000 2018,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,47,@CBS
0.1511,Mon Jun 11 01:08:28 +0000 2018,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,48,@CBS
0.1531,Mon Jun 11 01:08:24 +0000 2018,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,49,@CBS
0.8834,Mon Jun 11 01:02:47 +0000 2018,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,50,@CBS
0.0,Mon Jun 11 00:58:06 +0000 2018,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,51,@CBS
0.2714,Mon Jun 11 00:52:34 +0000 2018,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,52,@CBS
0.0,Mon Jun 11 00:51:11 +0000 2018,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,53,@CBS
0.8883,Mon Jun 11 00:50:18 +0000 2018,0.0,0.433,0.567,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,54,@CBS
0.9134,Mon Jun 11 00:45:14 +0000 2018,0.0,0.387,0.613,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,55,@CBS
0.0,Mon Jun 11 00:44:36 +0000 2018,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,56,@CBS
0.25,Mon Jun 11 00:35:41 +0000 2018,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",57,@CBS
0.4588,Mon Jun 11 00:34:45 +0000 2018,0.0,0.85,0.15,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,58,@CBS
0.0,Mon Jun 11 00:31:28 +0000 2018,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",59,@CBS
0.3612,Mon Jun 11 00:27:42 +0000 2018,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,60,@CBS
0.8908,Mon Jun 11 00:27:00 +0000 2018,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,61,@CBS
0.0,Mon Jun 11 00:24:31 +0000 2018,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,62,@CBS
0.0,Mon Jun 11 00:22:15 +0000 2018,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,63,@CBS
0.6369,Mon Jun 11 00:22:15 +0000 2018,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,64,@CBS
0.0,Mon Jun 11 00:18:16 +0000 2018,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,65,@CBS
0.6369,Mon Jun 11 00:13:27 +0000 2018,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",66,@CBS
0.8834,Mon Jun 11 00:12:31 +0000 2018,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,67,@CBS
0.6696,Mon Jun 11 00:06:39 +0000 2018,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",68,@CBS
0.3182,Mon Jun 11 00:04:15 +0000 2018,0.0,0.85,0.15,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,69,@CBS
0.0,Sun Jun 10 23:59:00 +0000 2018,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,70,@CBS
0.4374,Sun Jun 10 23:18:15 +0000 2018,0.0,0.855,0.145,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,71,@CBS
0.0,Sun Jun 10 22:01:25 +0000 2018,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",72,@CBS
0.4184,Sun Jun 10 15:00:01 +0000 2018,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,73,@CBS
0.68,Sat Jun 09 21:00:02 +0000 2018,0.0,0.763,0.237,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,74,@CBS
0.0,Sat Jun 09 16:00:00 +0000 2018,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,75,@CBS
0.296,Fri Jun 08 19:46:17 +0000 2018,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,76,@CBS
0.0,Fri Jun 08 15:00:03 +0000 2018,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,77,@CBS
0.9078,Fri Jun 08 13:58:15 +0000 2018,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",78,@CBS
0.3612,Thu Jun 07 17:03:26 +0000 2018,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",79,@CBS
0.2732,Wed Jun 06 21:00:24 +0000 2018,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,80,@CBS
0.3595,Wed Jun 06 00:08:30 +0000 2018,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",81,@CBS
-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",82,@CBS
0.4574,Tue Jun 05 22:12:28 +0000 2018,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,83,@CBS
0.5093,Tue Jun 05 19:00:02 +0000 2018,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,84,@CBS
0.0,Tue Jun 05 15:04:41 +0000 2018,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",85,@CBS
0.0,Mon Jun 04 17:00:00 +0000 2018,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",86,@CBS
-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",87,@CBS
0.8442,Fri Jun 01 17:00:03 +0000 2018,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,88,@CBS
0.8932,Thu May 31 23:50:00 +0000 2018,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",89,@CBS
0.4926,Wed May 30 15:07:34 +0000 2018,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",90,@CBS
0.0,Mon May 28 21:00:01 +0000 2018,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",91,@CBS
0.0,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,92,@CBS
0.6239,Wed May 23 23:07:38 +0000 2018,0.0,0.797,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,93,@CBS
0.5859,Wed May 23 19:02:43 +0000 2018,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",94,@CBS
0.1139,Tue May 22 23:19:40 +0000 2018,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,95,@CBS
0.0,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",96,@CBS
0.0,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,97,@CBS
0.3382,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,98,@CBS
0.1867,Sun May 20 17:00:01 +0000 2018,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,99,@CBS
0.5859,Wed Jun 27 15:47:55 +0000 2018,0.0,0.808,0.192,"Senate Majority Leader Mitch McConnell says the win by Alexandria Ocasio-Cortez, a 28-year-old running her first ca… https://t.co/OZDGwAhTJe",0,@CNN
-0.4404,Wed Jun 27 15:36:21 +0000 2018,0.153,0.847,0.0,"A judge denied rapper Meek Mill's petition for a new trial, despite the district attorney's office recommending tha… https://t.co/BFQhWcfekN",1,@CNN
0.0,Wed Jun 27 15:24:45 +0000 2018,0.0,1.0,0.0,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on t… https://t.co/dCwD3oAtJ7",2,@CNN
0.0258,Wed Jun 27 15:14:06 +0000 2018,0.166,0.663,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/OsmYnonbis,3,@CNN
0.25,Wed Jun 27 15:02:32 +0000 2018,0.159,0.625,0.216,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/xPDaOkB47K https://t.co/V4FIWATsB2,4,@CNN
-0.5106,Wed Jun 27 14:55:00 +0000 2018,0.157,0.786,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/0JsvHEAZXn",5,@CNN
0.0,Wed Jun 27 14:50:11 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection https://t.co/J9L7pDzbIs https://t.co/kF76b1GP2b,6,@CNN
-0.296,Wed Jun 27 14:38:04 +0000 2018,0.151,0.849,0.0,The Virginia restaurant owner who asked White House press secretary Sarah Sanders to leave has resigned from the to… https://t.co/LlHIYmjiGB,7,@CNN
0.5859,Wed Jun 27 14:26:52 +0000 2018,0.0,0.798,0.202,Alexandria Ocasio-Cortez's win will likely make her the youngest person in Congress in 2019 https://t.co/pMUjLQSfR6 https://t.co/zMoh38VPDb,8,@CNN
0.4404,Wed Jun 27 14:14:58 +0000 2018,0.073,0.773,0.155,JUST IN: The Supreme Court deals a major blow to public-sector unions in a case that could shake their financial st… https://t.co/WesRgtLab3,9,@CNN
-0.1027,Wed Jun 27 13:53:38 +0000 2018,0.145,0.773,0.082,The restaurant owner who asked Sarah Sanders to leave has resigned from the top post of a local business group https://t.co/etysLMTrW7,10,@CNN
0.1027,Wed Jun 27 13:37:41 +0000 2018,0.0,0.924,0.076,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/U0XVLYP4pB,11,@CNN
-0.5106,Wed Jun 27 13:26:12 +0000 2018,0.157,0.786,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",12,@CNN
0.7506,Wed Jun 27 13:18:39 +0000 2018,0.0,0.758,0.242,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,13,@CNN
0.9322,Wed Jun 27 13:13:57 +0000 2018,0.0,0.589,0.411,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",14,@CNN
0.5859,Wed Jun 27 13:13:49 +0000 2018,0.0,0.774,0.226,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,15,@CNN
0.4019,Wed Jun 27 13:00:47 +0000 2018,0.0,0.847,0.153,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,16,@CNN
-0.8442,Wed Jun 27 12:45:06 +0000 2018,0.363,0.637,0.0,"JUST IN: A Pittsburgh-area officer has been charged with criminal homicide in the death of Antwon Rose, an unarmed… https://t.co/rVPbXFSYLP",17,@CNN
0.0,Wed Jun 27 12:37:24 +0000 2018,0.0,1.0,0.0,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/M0cK75CTAv https://t.co/4KaNigqwhb",18,@CNN
0.0,Wed Jun 27 12:25:32 +0000 2018,0.0,1.0,0.0,JUST IN: White House decides against outright limits on Chinese investment https://t.co/MqMrx3PyoJ https://t.co/vdhUECfX8v,19,@CNN
0.0,Wed Jun 27 12:14:08 +0000 2018,0.0,1.0,0.0,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9KBq3JSYch",20,@CNN
-0.1779,Wed Jun 27 12:02:17 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/IBRznGQjVE,21,@CNN
0.2732,Wed Jun 27 11:50:59 +0000 2018,0.0,0.89,0.11,"A piece of chewing gum, a bottle of water and new DNA technology may have just solved a teacher's murder… https://t.co/mZz14hTK6f",22,@CNN
-0.2263,Wed Jun 27 11:39:58 +0000 2018,0.139,0.861,0.0,"Galvanized by the issue of teachers pay and school funding, Oklahoma teachers marched and protested in the state Ca… https://t.co/hZy59EsrpY",23,@CNN
-0.8316,Wed Jun 27 11:29:26 +0000 2018,0.341,0.659,0.0,A fire raging in northern England has prompted the evacuation of dozens of homes and forced firefighters to work in… https://t.co/UUW42Sxcz3,24,@CNN
0.34,Wed Jun 27 11:17:04 +0000 2018,0.0,0.87,0.13,US President Donald Trump's national security adviser John Bolton will meet Russian President Vladimir Putin during… https://t.co/jw627xJ1i3,25,@CNN
0.6369,Wed Jun 27 11:08:42 +0000 2018,0.0,0.743,0.257,"A British heterosexual couple who objected to the ""patriarchal"" institution of marriage have won a legal claim for… https://t.co/RhJZs9Z514",26,@CNN
-0.8176,Wed Jun 27 10:53:01 +0000 2018,0.333,0.667,0.0,"If a progressive war against the Democratic establishment is coming, Tuesday's primaries were the first shots fired https://t.co/SPDWqYPGM5",27,@CNN
-0.6124,Wed Jun 27 10:49:50 +0000 2018,0.208,0.792,0.0,US companies operating in China are likely to find themselves in the firing line as the trade fight between Washing… https://t.co/lQSvlqDtS8,28,@CNN
0.5423,Wed Jun 27 10:39:04 +0000 2018,0.0,0.8,0.2,Football legend Diego Maradona has reassured fans that he is fine after he was treated by doctors during Argentina'… https://t.co/n9BL7HWXy3,29,@CNN
0.6808,Wed Jun 27 10:24:24 +0000 2018,0.0,0.772,0.228,US Secretary Defense James Mattis met with Chinese President Xi Jinping inside the Great Hall of the People in Beij… https://t.co/Cy7Eo2ikbv,30,@CNN
0.0,Wed Jun 27 10:05:55 +0000 2018,0.0,1.0,0.0,"She is only ranked 183rd in the world, but Serena Williams has been seeded 25th for next week's Wimbledon Champions… https://t.co/oZGjkfYyca",31,@CNN
-0.296,Wed Jun 27 09:55:06 +0000 2018,0.104,0.896,0.0,"Cave rescuers are ""working around the clock"" to try and locate a group of missing teenage soccer players and their… https://t.co/r4GDBZ1hm1",32,@CNN
0.0,Wed Jun 27 09:39:16 +0000 2018,0.0,1.0,0.0,"This is the moment Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, discovered she had ou… https://t.co/UaTHY1RP3P",33,@CNN
0.6908,Wed Jun 27 09:01:00 +0000 2018,0.0,0.769,0.231,"In Utah, 2012 Republican presidential nominee Mitt Romney won the Senate primary and is now poised to cruise to ele… https://t.co/Ah9X2iQRKq",34,@CNN
-0.2732,Wed Jun 27 08:47:22 +0000 2018,0.211,0.643,0.146,What it's like in the 7 countries on Trump's travel ban list https://t.co/h8rOqzGYEd https://t.co/FQy0qLkZVq,35,@CNN
-0.6369,Wed Jun 27 08:16:52 +0000 2018,0.234,0.766,0.0,"From the brink of defeat and a humiliating World Cup exit, Argentina survive and live on at Russia 2018… https://t.co/jNDeYp8vWs",36,@CNN
0.8126,Wed Jun 27 07:57:06 +0000 2018,0.0,0.697,0.303,Alexandria Ocasio-Cortez's win on Tuesday caps off a remarkable ascent -- which will likely make her the youngest p… https://t.co/QNWF6Wa0W7,37,@CNN
-0.1779,Wed Jun 27 07:41:07 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/CW3exdNZ4W,38,@CNN
-0.2023,Wed Jun 27 07:32:57 +0000 2018,0.141,0.859,0.0,Trump plots controversial Putin meeting and leaves NATO allies guessing https://t.co/f7d4Kag4nD https://t.co/mOC6nzJyz4,39,@CNN
-0.5423,Wed Jun 27 07:30:11 +0000 2018,0.226,0.774,0.0,"Blast at Texas hospital campus kills at least 1, injures others https://t.co/7K1fKPrQ1O https://t.co/uwjXiSzMNJ",40,@CNN
0.0258,Wed Jun 27 07:16:06 +0000 2018,0.166,0.663,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/BqNqIN4po3,41,@CNN
0.4939,Wed Jun 27 07:15:08 +0000 2018,0.0,0.802,0.198,Heat-resistant corals in the Middle East could save the world's dying reefs https://t.co/ZVgjqFSSXH https://t.co/Gqu6uqRWGO,42,@CNN
0.0,Wed Jun 27 07:09:04 +0000 2018,0.0,1.0,0.0,"Luxury handbags, jewelry, cash and goods seized from six properties linked to former Malaysian Prime Minister Najib… https://t.co/sx5qNtjGEu",43,@CNN
0.4019,Wed Jun 27 07:06:46 +0000 2018,0.0,0.856,0.144,"Oklahomans voted in favor of legalizing medicinal marijuana on Tuesday, with 56.8% approving the measure, according… https://t.co/tDBivnKfjn",44,@CNN
-0.34,Wed Jun 27 07:00:08 +0000 2018,0.167,0.833,0.0,Washington and Silicon Valley aren't working together to combat Russian trolls https://t.co/mitPJu2n91 https://t.co/64TjwRuCwx,45,@CNN
0.0,Wed Jun 27 06:58:06 +0000 2018,0.0,1.0,0.0,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9UNhww49hm",46,@CNN
0.4019,Wed Jun 27 06:53:02 +0000 2018,0.0,0.876,0.124,“This is about the kind of leaders the Democratic Party will have after 2018. In short: Ocasio-Cortez’s victory is… https://t.co/OeRlqaAhLQ,47,@CNN
0.7783,Wed Jun 27 06:47:21 +0000 2018,0.0,0.685,0.315,"""I'm real emotional. ... It's still heartbreaking.""
""I was excited. This is another win for America.""

This is how… https://t.co/3cbGfwpjU3",48,@CNN
0.5574,Wed Jun 27 06:30:13 +0000 2018,0.0,0.816,0.184,Flyers were placed on vehicles outside a sheriff's office. One tested positive for traces of a deadly opioid.… https://t.co/LKKg0MG8Dh,49,@CNN
0.0,Wed Jun 27 06:24:48 +0000 2018,0.0,1.0,0.0,"Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, ousts 10-term incumbent Rep. Joe Crowley… https://t.co/ZIvOjBiqVl",50,@CNN
0.0,Wed Jun 27 06:15:04 +0000 2018,0.0,1.0,0.0,Does Nancy Pelosi have the votes? https://t.co/ZZKkCujDNJ | Analysis by Chris Cillizza https://t.co/inaDQy3885,51,@CNN
0.0,Wed Jun 27 06:00:12 +0000 2018,0.0,1.0,0.0,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/ix0mLBED4R https://t.co/w2q0MaSeND",52,@CNN
0.4215,Wed Jun 27 05:45:00 +0000 2018,0.0,0.811,0.189,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQE6WF https://t.co/keJBrqhdbX",53,@CNN
